InvoiceNo,CustomerID,Country,InvoiceDate,YearMonth,YearQuarter,NumLineItems,NumItems,NumUniqueProducts,InvoiceValue,AvgItemPrice,AvgCustomerAge,FamilySize,Profession,MaritalStatus,Education,DominantTimeOfDay,BasketValueBand
538196,12731,France,2010-12-10T10:56:00Z,2010-12,2010-Q4,16,418,16,1071.9,3.65625,42.8125,3,Freelancer,Single,Undergrad,Morning,Very High Value
538197,14419,United Kingdom,2010-12-10T10:56:00Z,2010-12,2010-Q4,21,55,20,124.1,2.545238095238095,40.333333333333336,3,Pharmacist,Widow,Postgrad,Morning,Medium Value
538198,17827,United Kingdom,2010-12-10T11:01:00Z,2010-12,2010-Q4,87,659,87,919.8,2.094712643678161,43.333333333333336,4,Doctor,Married,Postgrad,Morning,High Value
538199,14082,United Kingdom,2010-12-10T11:02:00Z,2010-12,2010-Q4,29,110,28,182.25,2.587586206896552,41.58620689655172,4,Pharmacist,Widow,Postgrad,Morning,Medium Value
538200,17912,United Kingdom,2010-12-10T11:11:00Z,2010-12,2010-Q4,15,57,14,95.25,3.4113333333333333,44.93333333333333,3,Doctor,Married,Postgrad,Morning,Low Value
538201,15723,United Kingdom,2010-12-10T11:12:00Z,2010-12,2010-Q4,41,87,37,203.1,2.5853658536585367,41.46341463414634,4,Pharmacist,Married,Postgrad,Morning,Medium Value
538202,14667,United Kingdom,2010-12-10T11:19:00Z,2010-12,2010-Q4,19,187,18,274.73,5.64,39.73684210526316,3,Unknown,Married,Postgrad,Morning,Medium Value
538203,13767,United Kingdom,2010-12-10T11:21:00Z,2010-12,2010-Q4,8,116,8,186.60000000000002,2.5187500000000003,46.125,2,Unknown,Married,Undergrad,Morning,Medium Value
538204,16656,United Kingdom,2010-12-10T11:23:00Z,2010-12,2010-Q4,4,396,4,428.76,1.2974999999999999,50.75,3,Pharmacist,Widow,Postgrad,Morning,High Value
538205,12748,United Kingdom,2010-12-10T11:24:00Z,2010-12,2010-Q4,62,272,60,336.15999999999997,2.350322580645161,41.62903225806452,3,Engineer,Single,Undergrad,Morning,High Value
538206,17827,United Kingdom,2010-12-10T11:31:00Z,2010-12,2010-Q4,15,44,15,236.92,6.132666666666666,49.8,4,Unknown,Married,Postgrad,Morning,Medium Value
538207,12748,United Kingdom,2010-12-10T11:33:00Z,2010-12,2010-Q4,55,260,54,271.47,2.4234545454545455,40.872727272727275,5,Doctor,Widow,Postgrad,Morning,Medium Value
538208,14037,United Kingdom,2010-12-10T11:39:00Z,2010-12,2010-Q4,26,34,26,111.8,3.5,41.65384615384615,4,Pharmacist,Widow,Postgrad,Morning,Medium Value
538209,12748,United Kingdom,2010-12-10T11:42:00Z,2010-12,2010-Q4,41,104,41,185.06,2.55390243902439,43.073170731707314,1,Unknown,Married,Postgrad,Morning,Medium Value
538210,14256,United Kingdom,2010-12-10T11:44:00Z,2010-12,2010-Q4,32,302,32,523.86,3.0765625,41.28125,3,Doctor,Married,Postgrad,Morning,High Value
538211,17690,United Kingdom,2010-12-10T11:47:00Z,2010-12,2010-Q4,8,60,8,239.70000000000002,4.74375,39.75,4,Pharmacist,Married,Postgrad,Morning,Medium Value
538216,14543,United Kingdom,2010-12-10T11:51:00Z,2010-12,2010-Q4,5,40,5,254.4,8.39,41,5,Pharmacist,Married,Postgrad,Morning,Medium Value
538240,16062,United Kingdom,2010-12-10T12:00:00Z,2010-12,2010-Q4,7,124,7,247.56,3.08,41,4,Doctor,Married,Postgrad,Afternoon,Medium Value
538248,18116,United Kingdom,2010-12-10T12:14:00Z,2010-12,2010-Q4,38,73,36,139.68,2.2281578947368423,40.76315789473684,3,Unknown,Married,Postgrad,Afternoon,Medium Value
538250,18118,United Kingdom,2010-12-10T12:20:00Z,2010-12,2010-Q4,33,59,33,132.65,2.712121212121212,40.515151515151516,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
538252,16019,United Kingdom,2010-12-10T12:29:00Z,2010-12,2010-Q4,8,60,8,219.1,5.55625,42.75,3,Unknown,Divorced,Undergrad,Afternoon,Medium Value
538255,14911,Eire,2010-12-10T12:33:00Z,2010-12,2010-Q4,51,379,51,1156.05,4.712745098039216,40.490196078431374,3,Pharmacist,Widow,Postgrad,Afternoon,Very High Value
538260,18178,United Kingdom,2010-12-10T12:42:00Z,2010-12,2010-Q4,16,105,16,300.65000000000003,3.290625,41.1875,4,Pharmacist,Married,Postgrad,Afternoon,High Value
538263,18065,United Kingdom,2010-12-10T12:44:00Z,2010-12,2010-Q4,14,132,14,228.12,3.2600000000000002,44.642857142857146,3,Doctor,Married,Postgrad,Afternoon,Medium Value
538268,18065,United Kingdom,2010-12-10T12:45:00Z,2010-12,2010-Q4,7,52,7,116.9,3.5,45,4,Doctor,Married,Postgrad,Afternoon,Medium Value
538279,14952,United Kingdom,2010-12-10T12:48:00Z,2010-12,2010-Q4,7,472,7,686.16,4.2942857142857145,40.285714285714285,4,Pharmacist,Married,Postgrad,Afternoon,High Value
538280,12748,United Kingdom,2010-12-10T12:50:00Z,2010-12,2010-Q4,11,418,11,612.1,1.3545454545454545,40.54545454545455,5,Doctor,Widow,Postgrad,Afternoon,High Value
538283,12748,United Kingdom,2010-12-10T12:56:00Z,2010-12,2010-Q4,4,7,4,10.29,1.8175,37,4,Doctor,Married,Postgrad,Afternoon,Low Value
538288,12748,United Kingdom,2010-12-10T12:58:00Z,2010-12,2010-Q4,1,2,1,1.9,0.95,30,3,Pharmacist,Widow,Postgrad,Afternoon,Low Value
538296,13148,United Kingdom,2010-12-10T13:06:00Z,2010-12,2010-Q4,18,178,18,309.40000000000003,3,44.166666666666664,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
538306,12989,United Kingdom,2010-12-10T13:24:00Z,2010-12,2010-Q4,1,30,1,202.5,6.75,28,2,Artist,Divorced,Undergrad,Afternoon,Medium Value
538307,14667,United Kingdom,2010-12-10T13:27:00Z,2010-12,2010-Q4,39,81,38,213.26,4.065128205128206,42.97435897435897,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
538308,14107,United Kingdom,2010-12-10T13:29:00Z,2010-12,2010-Q4,16,268,16,363.24,2.363125,42.625,5,Unknown,Single,Postgrad,Afternoon,High Value
538309,15881,United Kingdom,2010-12-10T13:32:00Z,2010-12,2010-Q4,3,55,3,114.45000000000002,3.666666666666667,41.666666666666664,3,Unknown,Divorced,Undergrad,Afternoon,Medium Value
538310,15529,United Kingdom,2010-12-10T13:44:00Z,2010-12,2010-Q4,2,20,2,25.799999999999997,1.4,37.5,4,Doctor,Married,Postgrad,Afternoon,Low Value
538311,12785,Portugal,2010-12-10T13:48:00Z,2010-12,2010-Q4,14,131,14,311.95,4.828571428571428,40.142857142857146,5,Pharmacist,Married,Postgrad,Afternoon,High Value
538312,16727,United Kingdom,2010-12-10T13:48:00Z,2010-12,2010-Q4,46,177,41,272.82,1.663695652173913,41.891304347826086,5,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
538313,15514,United Kingdom,2010-12-10T13:50:00Z,2010-12,2010-Q4,39,322,23,1136.3200000000002,3.006923076923077,41.43589743589744,3,Doctor,Married,Postgrad,Afternoon,Very High Value
538327,15514,United Kingdom,2010-12-10T13:58:00Z,2010-12,2010-Q4,22,226,22,401.92,2.596363636363636,42.22727272727273,3,Unknown,Married,Undergrad,Afternoon,High Value
538342,15514,United Kingdom,2010-12-10T14:04:00Z,2010-12,2010-Q4,1,47,1,39.949999999999996,0.85,53,5,Doctor,Widow,Postgrad,Afternoon,Low Value
538343,13448,United Kingdom,2010-12-10T14:29:00Z,2010-12,2010-Q4,16,170,16,385.58000000000004,2.461875,40.1875,5,Pharmacist,Widow,Postgrad,Afternoon,High Value
538345,13787,United Kingdom,2010-12-10T14:45:00Z,2010-12,2010-Q4,7,56,7,106.4,2.4785714285714286,42.57142857142857,3,Doctor,Widow,Postgrad,Afternoon,Medium Value
538346,17865,United Kingdom,2010-12-10T14:53:00Z,2010-12,2010-Q4,36,387,36,756.45,2.378888888888889,42.638888888888886,5,Pharmacist,Married,Postgrad,Afternoon,High Value
538347,17220,United Kingdom,2010-12-10T14:54:00Z,2010-12,2010-Q4,32,83,31,317.5,3.9562500000000003,41.9375,5,Doctor,Widow,Postgrad,Afternoon,High Value
538352,16565,United Kingdom,2010-12-10T15:21:00Z,2010-12,2010-Q4,3,46,3,173.7,5.116666666666667,39.666666666666664,4,Engineer,Married,Undergrad,Afternoon,Medium Value
538353,13798,United Kingdom,2010-12-10T15:31:00Z,2010-12,2010-Q4,38,2420,37,3762.66,2.2447368421052634,43.76315789473684,2,Artist,Single,Undergrad,Afternoon,Very High Value
538354,16873,United Kingdom,2010-12-10T15:45:00Z,2010-12,2010-Q4,68,1040,68,2157.64,5.590882352941176,42.44117647058823,5,Unknown,Single,Undergrad,Afternoon,Very High Value
538355,17912,United Kingdom,2010-12-10T15:49:00Z,2010-12,2010-Q4,1,2,1,9.9,4.95,38,4,Pharmacist,Widow,Postgrad,Afternoon,Low Value
538356,14062,United Kingdom,2010-12-10T15:56:00Z,2010-12,2010-Q4,21,712,21,966.62,3.298095238095238,43.38095238095238,4,Pharmacist,Widow,Postgrad,Afternoon,High Value
538361,17757,United Kingdom,2010-12-10T16:36:00Z,2010-12,2010-Q4,26,59,26,158,2.9711538461538463,42.96153846153846,5,Pharmacist,Married,Postgrad,Afternoon,Medium Value
538363,18016,United Kingdom,2010-12-10T17:14:00Z,2010-12,2010-Q4,19,65,19,156.65,3.2473684210526317,41.94736842105263,3,Teacher,Married,Postgrad,Evening,Medium Value
538364,14448,United Kingdom,2010-12-10T17:26:00Z,2010-12,2010-Q4,18,44,18,102.35,2.5805555555555557,40.94444444444444,4,Doctor,Widow,Postgrad,Evening,Medium Value
538365,17243,United Kingdom,2010-12-12T10:11:00Z,2010-12,2010-Q4,20,102,18,338.6,3.64,44.8,3,Pharmacist,Married,Postgrad,Morning,High Value
538366,18109,United Kingdom,2010-12-12T10:47:00Z,2010-12,2010-Q4,7,44,7,275.3,5.692857142857143,46.857142857142854,3,Doctor,Widow,Postgrad,Morning,Medium Value
538367,14800,United Kingdom,2010-12-12T10:48:00Z,2010-12,2010-Q4,43,635,42,664.01,1.742093023255814,44.48837209302326,4,Doctor,Widow,Postgrad,Morning,High Value
538368,15503,United Kingdom,2010-12-12T10:57:00Z,2010-12,2010-Q4,70,74,66,147.09,2.053142857142857,44.142857142857146,5,Pharmacist,Married,Postgrad,Morning,Medium Value
538369,17251,United Kingdom,2010-12-12T11:06:00Z,2010-12,2010-Q4,39,110,37,283.28000000000003,3.503589743589744,41.17948717948718,5,Unknown,Married,Undergrad,Morning,Medium Value
538370,16923,United Kingdom,2010-12-12T11:06:00Z,2010-12,2010-Q4,50,218,47,550.5,3.278,41.02,1,Unknown,Divorced,Undergrad,Morning,High Value
538371,15570,United Kingdom,2010-12-12T11:07:00Z,2010-12,2010-Q4,41,197,34,350.24,2.4648780487804878,43.292682926829265,4,Unknown,Married,Undergrad,Morning,High Value
538374,14159,United Kingdom,2010-12-12T11:17:00Z,2010-12,2010-Q4,51,114,50,193.22,1.8515686274509804,42.72549019607843,3,Unknown,Divorced,Undergrad,Morning,Medium Value
538378,14577,United Kingdom,2010-12-12T11:26:00Z,2010-12,2010-Q4,38,131,34,346.90000000000003,3.0026315789473683,45.28947368421053,5,Unknown,Single,Undergrad,Morning,High Value
538379,17126,United Kingdom,2010-12-12T11:26:00Z,2010-12,2010-Q4,62,88,50,212.6,2.5588709677419357,41.806451612903224,4,Doctor,Widow,Postgrad,Morning,Medium Value
538382,17218,United Kingdom,2010-12-12T11:37:00Z,2010-12,2010-Q4,37,84,37,214.24,2.926216216216216,41.351351351351354,5,Pharmacist,Widow,Postgrad,Morning,Medium Value
538397,12753,Japan,2010-12-12T11:44:00Z,2010-12,2010-Q4,48,2409,48,3590.59,1.9158333333333333,43.104166666666664,3,Doctor,Married,Postgrad,Morning,Very High Value
538403,17211,United Kingdom,2010-12-12T11:46:00Z,2010-12,2010-Q4,22,196,22,324.22,2.429090909090909,37.36363636363637,5,Unknown,Single,Undergrad,Morning,High Value
538409,17236,United Kingdom,2010-12-12T11:49:00Z,2010-12,2010-Q4,9,67,9,126.28,2.8755555555555556,43.666666666666664,1,Unknown,Single,Postgrad,Morning,Medium Value
538417,16393,United Kingdom,2010-12-12T11:54:00Z,2010-12,2010-Q4,10,51,10,106.75,2.28,40.3,3,Pharmacist,Widow,Postgrad,Morning,Medium Value
538418,17372,United Kingdom,2010-12-12T12:00:00Z,2010-12,2010-Q4,46,128,44,172.71,1.4560869565217391,41.76086956521739,3,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
538419,16367,United Kingdom,2010-12-12T12:01:00Z,2010-12,2010-Q4,37,91,33,170.91,2.768108108108108,43.027027027027025,2,Unknown,Married,Undergrad,Afternoon,Medium Value
538420,12875,United Kingdom,2010-12-12T12:03:00Z,2010-12,2010-Q4,1,1728,1,293.76000000000005,0.17,32,2,Engineer,Married,Undergrad,Afternoon,Medium Value
538421,17917,United Kingdom,2010-12-12T12:08:00Z,2010-12,2010-Q4,29,56,28,110.91,2.331034482758621,39.827586206896555,4,Business,Divorced,Postgrad,Afternoon,Medium Value
538437,16010,United Kingdom,2010-12-12T12:18:00Z,2010-12,2010-Q4,24,46,24,110.10000000000001,2.7041666666666666,46.916666666666664,5,Unknown,Married,Postgrad,Afternoon,Medium Value
538449,17085,United Kingdom,2010-12-12T12:24:00Z,2010-12,2010-Q4,54,228,53,452.99,2.522037037037037,42.55555555555556,4,Teacher,Married,Postgrad,Afternoon,High Value
538453,16779,United Kingdom,2010-12-12T12:26:00Z,2010-12,2010-Q4,27,195,26,330.92,2.72,40.51851851851852,2,Unknown,Single,Undergrad,Afternoon,High Value
538470,15224,United Kingdom,2010-12-12T12:34:00Z,2010-12,2010-Q4,2,2,2,11.6,5.8,44.5,3,Doctor,Widow,Postgrad,Afternoon,Low Value
538473,13668,United Kingdom,2010-12-12T12:35:00Z,2010-12,2010-Q4,14,66,14,177.66,3.217142857142857,39.642857142857146,3,Unknown,Single,Postgrad,Afternoon,Medium Value
538488,13715,United Kingdom,2010-12-12T12:41:00Z,2010-12,2010-Q4,29,120,28,212.07999999999998,1.9710344827586206,43.03448275862069,5,Pharmacist,Married,Postgrad,Afternoon,Medium Value
538497,14684,United Kingdom,2010-12-12T12:44:00Z,2010-12,2010-Q4,44,70,44,168.36,2.5388636363636365,42.36363636363637,4,Doctor,Widow,Postgrad,Afternoon,Medium Value
538499,17819,United Kingdom,2010-12-12T12:46:00Z,2010-12,2010-Q4,2,35,2,388.65,11.85,48,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
538501,13715,United Kingdom,2010-12-12T12:51:00Z,2010-12,2010-Q4,1,2,1,11.9,5.95,38,1,Unknown,Divorced,Undergrad,Afternoon,Low Value
538503,17188,United Kingdom,2010-12-12T12:56:00Z,2010-12,2010-Q4,6,174,6,513.64,3.518333333333333,41.666666666666664,3,Pharmacist,Widow,Postgrad,Afternoon,High Value
538504,16011,United Kingdom,2010-12-12T13:01:00Z,2010-12,2010-Q4,18,103,16,168.15,1.925,43.833333333333336,1,Unknown,Divorced,Undergrad,Afternoon,Medium Value
538507,15547,United Kingdom,2010-12-12T13:26:00Z,2010-12,2010-Q4,56,559,54,767.37,2.400357142857143,41.535714285714285,3,Doctor,Married,Postgrad,Afternoon,High Value
538508,15998,United Kingdom,2010-12-12T13:32:00Z,2010-12,2010-Q4,118,466,118,863.39,2.606271186440678,42.8728813559322,5,Doctor,Widow,Postgrad,Afternoon,High Value
538509,14413,United Kingdom,2010-12-12T13:37:00Z,2010-12,2010-Q4,23,68,22,122.7,2.8065217391304347,42.391304347826086,3,Doctor,Married,Postgrad,Afternoon,Medium Value
538510,18004,United Kingdom,2010-12-12T13:47:00Z,2010-12,2010-Q4,40,78,32,169.47,2.76525,42.35,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
538511,13959,United Kingdom,2010-12-12T13:56:00Z,2010-12,2010-Q4,16,118,16,214.74,2.4575,45.5625,4,Pharmacist,Married,Postgrad,Afternoon,Medium Value
538512,16665,United Kingdom,2010-12-12T14:03:00Z,2010-12,2010-Q4,9,59,9,135.4,5.388888888888889,46.55555555555556,4,Doctor,Married,Postgrad,Afternoon,Medium Value
538513,15454,United Kingdom,2010-12-12T14:21:00Z,2010-12,2010-Q4,25,86,23,179.1,2.782,42.88,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
538514,15044,United Kingdom,2010-12-12T14:27:00Z,2010-12,2010-Q4,58,311,47,835.95,5.039827586206897,38.172413793103445,4,Pharmacist,Married,Postgrad,Afternoon,High Value
538515,17937,United Kingdom,2010-12-12T14:43:00Z,2010-12,2010-Q4,13,564,13,1393.56,3.3376923076923077,46.30769230769231,4,Doctor,Widow,Postgrad,Afternoon,Very High Value
538516,14608,United Kingdom,2010-12-12T14:49:00Z,2010-12,2010-Q4,1,48,1,204,4.25,44,4,Pharmacist,Widow,Postgrad,Afternoon,Medium Value
538517,17618,United Kingdom,2010-12-12T16:05:00Z,2010-12,2010-Q4,53,161,41,320.28,2.8558490566037738,40.75471698113208,3,Doctor,Married,Postgrad,Afternoon,High Value
538518,14505,United Kingdom,2010-12-12T16:14:00Z,2010-12,2010-Q4,137,511,126,1050.3500000000001,2.7248175182481753,42.824817518248175,2,Unknown,Married,Undergrad,Afternoon,Very High Value
538519,18037,United Kingdom,2010-12-12T16:20:00Z,2010-12,2010-Q4,6,6,6,31.3,5.216666666666667,36.5,3,Pharmacist,Widow,Postgrad,Afternoon,Low Value
538521,14180,United Kingdom,2010-12-13T09:02:00Z,2010-12,2010-Q4,17,56,17,339.40000000000003,7.408823529411765,40.470588235294116,4,Pharmacist,Widow,Postgrad,Morning,High Value
538522,16210,United Kingdom,2010-12-13T09:09:00Z,2010-12,2010-Q4,6,552,6,539.2,1.4283333333333335,42.833333333333336,5,Doctor,Married,Postgrad,Morning,High Value
538523,13198,United Kingdom,2010-12-13T09:29:00Z,2010-12,2010-Q4,24,270,24,384.55,3.0083333333333333,40.875,2,Unknown,Married,Undergrad,Morning,High Value
538525,12540,Spain,2010-12-13T09:39:00Z,2010-12,2010-Q4,20,300,20,881.01,4.857,43.4,3,Unknown,Divorced,Undergrad,Morning,High Value
538526,13225,United Kingdom,2010-12-13T09:49:00Z,2010-12,2010-Q4,4,864,4,1206.72,1.47,49,2,Unknown,Single,Postgrad,Morning,Very High Value
538527,15361,United Kingdom,2010-12-13T09:52:00Z,2010-12,2010-Q4,7,336,7,418.92,1.3442857142857143,40.285714285714285,5,Doctor,Married,Postgrad,Morning,High Value
538528,15689,United Kingdom,2010-12-13T09:57:00Z,2010-12,2010-Q4,6,56,6,103.5,2.675,32.166666666666664,4,Doctor,Widow,Postgrad,Morning,Medium Value
538529,14290,United Kingdom,2010-12-13T10:24:00Z,2010-12,2010-Q4,23,220,23,777.5600000000001,5.006086956521739,41.95652173913044,5,Doctor,Married,Postgrad,Morning,High Value
538532,13209,United Kingdom,2010-12-13T10:31:00Z,2010-12,2010-Q4,13,117,13,318.85,4.653846153846154,43.61538461538461,4,Unknown,Divorced,Undergrad,Morning,High Value
538533,14796,United Kingdom,2010-12-13T10:31:00Z,2010-12,2010-Q4,37,238,36,357.60999999999996,1.414864864864865,44.027027027027025,2,Unknown,Single,Postgrad,Morning,High Value
538534,15881,United Kingdom,2010-12-13T10:36:00Z,2010-12,2010-Q4,1,48,1,40.8,0.85,34,5,Doctor,Married,Postgrad,Morning,Low Value
538535,17790,United Kingdom,2010-12-13T10:39:00Z,2010-12,2010-Q4,7,61,7,127,4.414285714285715,50.714285714285715,5,Pharmacist,Widow,Postgrad,Morning,Medium Value
538537,12747,United Kingdom,2010-12-13T10:41:00Z,2010-12,2010-Q4,8,105,8,347.71,4.23,40.875,3,Pharmacist,Married,Postgrad,Morning,High Value
538541,17428,United Kingdom,2010-12-13T10:46:00Z,2010-12,2010-Q4,15,227,15,540.95,3.993333333333333,40.93333333333333,3,Pharmacist,Widow,Postgrad,Morning,High Value
538557,17790,United Kingdom,2010-12-13T10:52:00Z,2010-12,2010-Q4,2,4,2,27.8,6.95,27,1,Unknown,Single,Postgrad,Morning,Low Value
538558,13069,United Kingdom,2010-12-13T10:58:00Z,2010-12,2010-Q4,34,562,34,309.71999999999997,1.196764705882353,42.911764705882355,3,Pharmacist,Widow,Postgrad,Morning,High Value
538565,13069,United Kingdom,2010-12-13T11:11:00Z,2010-12,2010-Q4,1,2,1,1.9,0.95,47,3,Doctor,Widow,Postgrad,Morning,Low Value
538567,13999,United Kingdom,2010-12-13T11:23:00Z,2010-12,2010-Q4,17,265,17,302.1,1.3188235294117647,39.76470588235294,5,Doctor,Married,Postgrad,Morning,High Value
538576,14498,United Kingdom,2010-12-13T11:29:00Z,2010-12,2010-Q4,14,70,13,166.22,5.019285714285714,39.785714285714285,4,Doctor,Widow,Postgrad,Morning,Medium Value
538591,14741,United Kingdom,2010-12-13T11:44:00Z,2010-12,2010-Q4,10,296,10,310.8,1.81,34.3,4,Doctor,Married,Postgrad,Morning,High Value
538592,15854,United Kingdom,2010-12-13T11:47:00Z,2010-12,2010-Q4,15,92,15,230.10000000000002,3.9633333333333334,42.266666666666666,3,Doctor,Widow,Postgrad,Morning,Medium Value
538593,16701,United Kingdom,2010-12-13T11:51:00Z,2010-12,2010-Q4,11,366,11,476.76,2.1754545454545453,40.63636363636363,4,Doctor,Married,Postgrad,Morning,High Value
538594,16927,United Kingdom,2010-12-13T11:57:00Z,2010-12,2010-Q4,2,490,2,218.1,1.035,54.5,3,Doctor,Widow,Postgrad,Morning,Medium Value
538596,17990,United Kingdom,2010-12-13T12:10:00Z,2010-12,2010-Q4,7,72,7,168,3.5142857142857142,38.57142857142857,1,Unknown,Single,Postgrad,Afternoon,Medium Value
538597,15555,United Kingdom,2010-12-13T12:26:00Z,2010-12,2010-Q4,26,196,26,171.04,1.1896153846153845,44.65384615384615,3,Engineer,Single,Undergrad,Afternoon,Medium Value
538625,14544,United Kingdom,2010-12-13T12:50:00Z,2010-12,2010-Q4,57,843,53,1121.92,2.369824561403509,41.333333333333336,5,Pharmacist,Married,Postgrad,Afternoon,Very High Value
538626,17338,United Kingdom,2010-12-13T12:57:00Z,2010-12,2010-Q4,56,336,55,767.6,2.859107142857143,40.94642857142857,3,Unknown,Married,Undergrad,Afternoon,High Value
538629,17799,United Kingdom,2010-12-13T13:10:00Z,2010-12,2010-Q4,33,133,30,223.48,2.186969696969697,42.75757575757576,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
538630,14565,United Kingdom,2010-12-13T13:25:00Z,2010-12,2010-Q4,54,640,54,1167.41,2.654074074074074,44.2037037037037,5,Doctor,Widow,Postgrad,Afternoon,Very High Value
538631,13408,United Kingdom,2010-12-13T13:27:00Z,2010-12,2010-Q4,9,440,9,689.04,2.2744444444444443,45.22222222222222,5,Doctor,Widow,Postgrad,Afternoon,High Value
538633,16726,United Kingdom,2010-12-13T13:28:00Z,2010-12,2010-Q4,20,57,20,129.57,2.271,36.05,4,Unknown,Single,Postgrad,Afternoon,Medium Value
538634,14085,United Kingdom,2010-12-13T13:28:00Z,2010-12,2010-Q4,41,242,38,491.24,2.803170731707317,40.53658536585366,5,Doctor,Widow,Postgrad,Afternoon,High Value
538635,17303,United Kingdom,2010-12-13T13:32:00Z,2010-12,2010-Q4,53,144,53,250.04,2.940943396226415,41.0188679245283,3,Unknown,Divorced,Undergrad,Afternoon,Medium Value
538636,14639,United Kingdom,2010-12-13T13:50:00Z,2010-12,2010-Q4,41,272,41,676.54,5.498536585365853,41.1219512195122,5,Doctor,Widow,Postgrad,Afternoon,High Value
538637,17611,United Kingdom,2010-12-13T13:52:00Z,2010-12,2010-Q4,44,129,44,244.19,2.5777272727272726,39.54545454545455,3,Unknown,Married,Postgrad,Afternoon,Medium Value
538638,17231,United Kingdom,2010-12-13T14:16:00Z,2010-12,2010-Q4,52,116,50,232.01,2.3463461538461536,44.26923076923077,5,Unknown,Divorced,Undergrad,Afternoon,Medium Value
538639,17179,United Kingdom,2010-12-13T14:24:00Z,2010-12,2010-Q4,20,98,20,243,2.2275,43.9,3,Pharmacist,Married,Postgrad,Afternoon,Medium Value
538640,17524,United Kingdom,2010-12-13T14:32:00Z,2010-12,2010-Q4,6,90,6,145,1.5916666666666666,44,4,Doctor,Married,Postgrad,Afternoon,Medium Value
538641,15640,United Kingdom,2010-12-13T14:36:00Z,2010-12,2010-Q4,37,772,37,1485.78,2.843243243243243,43.5945945945946,4,Doctor,Married,Postgrad,Afternoon,Very High Value
538644,12476,Germany,2010-12-13T14:39:00Z,2010-12,2010-Q4,2,2,2,12.45,6.225,41,4,Doctor,Married,Postgrad,Afternoon,Low Value
